Frame Number,X_Left Elbow,X_Left Foot,X_Left Hip,X_Left Knee,X_Left Shoulder,X_Left Wrist,X_Nose,X_Right Elbow,X_Right Foot,X_Right Hip,X_Right Knee,X_Right Shoulder,X_Right Wrist,Y_Left Elbow,Y_Left Foot,Y_Left Hip,Y_Left Knee,Y_Left Shoulder,Y_Left Wrist,Y_Nose,Y_Right Elbow,Y_Right Foot,Y_Right Hip,Y_Right Knee,Y_Right Shoulder,Y_Right Wrist,Annotation
5,0.2404231429100036,0.1910938322544098,0.2361080348491668,0.2241770476102829,0.2409466654062271,0.260966807603836,0.2663572132587433,0.2444249987602234,0.2838483154773712,0.2431034594774246,0.2896693348884582,0.251775175333023,0.2463375926017761,0.5108433961868286,0.706272304058075,0.5713946223258972,0.6385634541511536,0.4426942467689514,0.5429021716117859,0.4090572297573089,0.5164982676506042,0.6944180130958557,0.5764458179473877,0.6085228323936462,0.4482337832450866,0.5793740749359131,No Fall
10,0.2608206570148468,0.2666921317577362,0.264257937669754,0.27631875872612,0.2634739577770233,0.2636652886867523,0.294165164232254,0.2745764851570129,0.2808519601821899,0.2728165090084076,0.2896680235862732,0.2745122611522674,0.2844647467136383,0.4762942790985107,0.6809515357017517,0.535502016544342,0.6115579605102539,0.4095499813556671,0.5259401202201843,0.3777373135089874,0.491810142993927,0.6954864263534546,0.5407013893127441,0.6122654676437378,0.414868414402008,0.5524593591690063,No Fall
15,0.2918642163276672,0.3541871309280395,0.3012785613536834,0.3410212099552154,0.2972547113895416,0.3085739016532898,0.3264730274677276,0.3163210153579712,0.2780580520629883,0.2974295616149902,0.2937440276145935,0.310301125049591,0.3451797664165497,0.4579878449440002,0.6371762752532959,0.5191242694854736,0.560915470123291,0.3971759080886841,0.4985426664352417,0.3611106872558594,0.4719311892986297,0.6813085675239563,0.5244626998901367,0.6070703864097595,0.4016076624393463,0.5035762786865234,No Fall
20,0.3327342867851257,0.3826096653938293,0.3361332714557647,0.3762756586074829,0.3351266980171203,0.3563165664672851,0.362849622964859,0.3601321876049042,0.2838884592056274,0.3330348432064056,0.3203239440917969,0.350677877664566,0.3819092512130737,0.447104275226593,0.6250831484794617,0.5062697529792786,0.547633945941925,0.3826796114444732,0.4842217862606048,0.3460471630096435,0.4553910791873932,0.6538425087928772,0.5094478130340576,0.5929962992668152,0.3880500793457031,0.4970823526382446,No Fall
25,0.3672263920307159,0.3838720619678497,0.3666703999042511,0.3870508372783661,0.3725631833076477,0.3758826553821563,0.3976253569126129,0.3807511329650879,0.3561887145042419,0.3705071806907654,0.3868491053581238,0.3838591873645782,0.3886395990848541,0.4222517013549804,0.6175512671470642,0.4737905859947204,0.5429456830024719,0.3542958199977875,0.4713966846466064,0.316658616065979,0.4329214990139007,0.6206013560295105,0.47914919257164,0.5641239285469055,0.3606067895889282,0.4906647205352783,No Fall
30,0.4122023284435272,0.3799686431884765,0.4027120471000671,0.3958999514579773,0.4136873781681061,0.4353287816047668,0.4372723698616028,0.4044244587421417,0.452557235956192,0.4059791564941406,0.4332942068576813,0.4181980490684509,0.4001226127147674,0.4156122505664825,0.6118183732032776,0.4699382781982422,0.5417909026145935,0.3539232909679413,0.4329454600811004,0.3215788006782532,0.4243805110454559,0.6086814999580383,0.4707047641277313,0.5400480628013611,0.3591109812259674,0.4859921038150787,No Fall
35,0.4549241065979004,0.3925503492355346,0.4375777840614319,0.434507817029953,0.4588425457477569,0.473050445318222,0.4859896004199981,0.4473629295825958,0.4591316282749176,0.4405828416347503,0.4916519522666931,0.4617542624473572,0.4433153867721557,0.4404215514659881,0.5927903056144714,0.4930331707000732,0.5631122589111328,0.3583391010761261,0.470685750246048,0.3507491946220398,0.44480961561203,0.6106180548667908,0.499842494726181,0.5282622575759888,0.3675081431865692,0.4976316690444946,Fall
40,0.482832133769989,0.4383169710636139,0.4717764556407928,0.4889119267463684,0.5016195178031921,0.48390594124794,0.5286951065063477,0.5003138780593872,0.4552687108516693,0.4744638800621032,0.5006383657455444,0.5131094455718994,0.4985865652561188,0.4801998138427734,0.5770819783210754,0.5239292979240417,0.5868738293647766,0.4329748153686523,0.5265955328941345,0.4540467858314514,0.5102993249893188,0.5962805151939392,0.5288057923316956,0.5861571431159973,0.44558185338974,0.5724226236343384,Fall
45,0.5296558737754822,0.5123323202133179,0.5155430436134338,0.5212189555168152,0.531968891620636,0.5360097885131836,0.5403814315795898,0.5125712752342224,0.4364853203296661,0.5018208622932434,0.481879711151123,0.5124970078468323,0.5339070558547974,0.5338344573974609,0.5672072172164917,0.5063351988792419,0.567477285861969,0.4865720272064209,0.5880219340324402,0.534087598323822,0.5649995803833008,0.5629409551620483,0.5141051411628723,0.5759836435317993,0.5095157623291016,0.6038725972175598,Fall
50,0.5796406865119934,0.5159539580345154,0.5479210019111633,0.5365168452262878,0.5666669607162476,0.5931777954101562,0.5669609308242798,0.5513831973075867,0.4564580917358398,0.5302997827529907,0.4972471296787262,0.5442454218864441,0.5726085901260376,0.5355821251869202,0.5932183861732483,0.505843460559845,0.5785279273986816,0.4986487627029419,0.5916250944137573,0.5516300201416016,0.5491434335708618,0.5609031915664673,0.5039458870887756,0.5529179573059082,0.5185043215751648,0.5904536843299866,Fall
