Frame Number,X_Left Elbow,X_Left Foot,X_Left Hip,X_Left Knee,X_Left Shoulder,X_Left Wrist,X_Nose,X_Right Elbow,X_Right Foot,X_Right Hip,X_Right Knee,X_Right Shoulder,X_Right Wrist,Y_Left Elbow,Y_Left Foot,Y_Left Hip,Y_Left Knee,Y_Left Shoulder,Y_Left Wrist,Y_Nose,Y_Right Elbow,Y_Right Foot,Y_Right Hip,Y_Right Knee,Y_Right Shoulder,Y_Right Wrist,Annotation
5,0.3146504461765289,0.3724791407585144,0.3386544287204742,0.3601530194282532,0.3270174860954284,0.3086046874523163,0.362796425819397,0.4044269323348999,0.3356728255748749,0.3613434135913849,0.3551895320415497,0.3861227631568908,0.420208066701889,0.6511513590812683,0.8392148613929749,0.7273311018943787,0.7548483610153198,0.5845807790756226,0.7213614583015442,0.5308278203010559,0.6335138082504272,0.9467319250106812,0.7347670793533325,0.8445823788642883,0.573694109916687,0.6726849675178528,No Fall
10,0.3403632342815399,0.3808175325393677,0.3576557338237762,0.3710079193115234,0.3508740663528442,0.3316685855388641,0.3798830807209015,0.4191855490207672,0.3606532514095306,0.3843004107475281,0.389354795217514,0.4042938649654388,0.4290066063404083,0.628134548664093,0.8469777703285217,0.69721519947052,0.7749072313308716,0.5585223436355591,0.6922792196273804,0.5123593211174011,0.6194002628326416,0.8748349547386169,0.6994069814682007,0.7928282022476196,0.5510596632957458,0.6706488728523254,No Fall
15,0.3594900965690613,0.3836548626422882,0.3775931298732757,0.382710188627243,0.3687783777713775,0.3701046705245971,0.3997511863708496,0.4243058562278747,0.4121270179748535,0.4062128067016601,0.4136870205402374,0.4177355468273163,0.429566353559494,0.5882731676101685,0.8325450420379639,0.6592943072319031,0.7426976561546326,0.5250594615936279,0.621684193611145,0.4868555068969726,0.5975510478019714,0.8261167407035828,0.6609938740730286,0.7353687882423401,0.5230673551559448,0.6575421690940857,No Fall
20,0.3809712529182434,0.3857855498790741,0.3977806270122528,0.3927091956138611,0.3890420198440552,0.3983804285526275,0.4241496622562408,0.4322145283222198,0.4420541524887085,0.4226072430610657,0.4323637187480926,0.4335919320583343,0.4347664713859558,0.5816631317138672,0.8304430246353149,0.6466383934020996,0.734460175037384,0.5232964754104614,0.6090847253799438,0.4870755672454834,0.5841620564460754,0.7651398777961731,0.6491595506668091,0.7091562747955322,0.5193940997123718,0.6522048711776733,No Fall
25,0.3982914984226227,0.3967030346393585,0.4162004292011261,0.4101762473583221,0.409343272447586,0.4084308445453644,0.4420328736305237,0.45285564661026,0.4481267929077148,0.4400972723960876,0.4453077912330627,0.4538506865501404,0.4586769640445709,0.5627992153167725,0.7862676382064819,0.6280797123908997,0.7124508023262024,0.5086609125137329,0.6028102040290833,0.4745134115219116,0.5751772522926331,0.7521333694458008,0.629940390586853,0.687924861907959,0.5136978030204773,0.6365456581115723,No Fall
30,0.4102138578891754,0.4280962646007538,0.4298813641071319,0.4307884573936462,0.4210634529590606,0.4053910076618194,0.4479884207248688,0.4712186157703399,0.4480865895748138,0.4508892595767975,0.450132817029953,0.4634064137935638,0.4780399203300476,0.5414442420005798,0.747661828994751,0.6017249226570129,0.6714101433753967,0.4882534444332123,0.5907361507415771,0.4567128121852875,0.5492674112319946,0.7458170652389526,0.6032146215438843,0.6707795858383179,0.4937988221645355,0.6027843356132507,No Fall
35,0.4232640862464905,0.449112206697464,0.4387928545475006,0.4470621943473816,0.4309430122375488,0.4172398447990417,0.4522436559200287,0.4839922189712524,0.4490018784999847,0.457382470369339,0.4550747275352478,0.471495658159256,0.4895077347755432,0.5496969819068909,0.7256203889846802,0.6027328968048096,0.668459951877594,0.4979115128517151,0.6005461812019348,0.4668184816837311,0.5458806157112122,0.7453165054321289,0.6049576997756958,0.6744102835655212,0.4989560842514038,0.5836736559867859,No Fall
40,0.43222177028656,0.4576300680637359,0.4462529718875885,0.4544262290000915,0.4391437768936157,0.4260086417198181,0.4575343132019043,0.4879023730754852,0.4544171690940857,0.4652917683124542,0.4645560681819916,0.4776816964149475,0.4945240318775177,0.5443797707557678,0.7146620750427246,0.5908834934234619,0.6534709930419922,0.4940778315067291,0.5942884087562561,0.463709145784378,0.5377516150474548,0.7223212718963623,0.5920570492744446,0.6571573615074158,0.4909184277057647,0.5783372521400452,No Fall
45,0.4416995048522949,0.4614253342151642,0.4531974196434021,0.4598793089389801,0.4471511542797088,0.4366865754127502,0.4675571620464325,0.4905453622341156,0.4724253714084625,0.4725750088691711,0.4763906896114349,0.4841675460338592,0.4979662895202636,0.5247851610183716,0.6915602087974548,0.5687832236289978,0.6290484666824341,0.4762554466724396,0.5669040679931641,0.4466052651405334,0.5236901640892029,0.6811820864677429,0.5682918429374695,0.6210581660270691,0.4758389592170715,0.5698491334915161,No Fall
50,0.4508031010627746,0.4614893198013305,0.4602252244949341,0.4625537693500519,0.4535441100597381,0.4564020931720733,0.4729200899600982,0.4920158088207245,0.4865173101425171,0.4801216125488281,0.4840105175971985,0.4875417947769165,0.4960324168205261,0.5240703225135803,0.6918579936027527,0.5659173727035522,0.6269052028656006,0.4764332473278045,0.5547032356262207,0.4469522833824157,0.5241249203681946,0.6733397245407104,0.5657550096511841,0.6153059601783752,0.4765150249004364,0.5675572752952576,No Fall
