Frame Number,X_Left Elbow,X_Left Foot,X_Left Hip,X_Left Knee,X_Left Shoulder,X_Left Wrist,X_Nose,X_Right Elbow,X_Right Foot,X_Right Hip,X_Right Knee,X_Right Shoulder,X_Right Wrist,Y_Left Elbow,Y_Left Foot,Y_Left Hip,Y_Left Knee,Y_Left Shoulder,Y_Left Wrist,Y_Nose,Y_Right Elbow,Y_Right Foot,Y_Right Hip,Y_Right Knee,Y_Right Shoulder,Y_Right Wrist,Annotation
5,0.5427752733230591,0.5005711317062378,0.5076911449432373,0.499126672744751,0.5313160419464111,0.5462044477462769,0.4816723763942718,0.4220196604728699,0.4537908434867859,0.4575019478797912,0.4547490179538727,0.4381128847599029,0.4191842079162597,0.4520523250102997,0.788880467414856,0.5344412326812744,0.6685635447502136,0.3569521307945251,0.5294569730758667,0.2887390553951263,0.4544454514980316,0.7954882383346558,0.5315597653388977,0.6655008792877197,0.3609538376331329,0.5283260345458984,no fall
10,0.5447399616241455,0.5016200542449951,0.508802056312561,0.4995595812797546,0.5326772332191467,0.5469068288803101,0.4819021224975586,0.4228884279727936,0.4544432163238525,0.458022266626358,0.456207811832428,0.4383440017700195,0.4219341278076172,0.4526843726634979,0.7889114022254944,0.5344417095184326,0.6689346432685852,0.3571821749210357,0.5345702767372131,0.2907242774963379,0.4545011520385742,0.7935445308685303,0.5316283106803894,0.665450930595398,0.3620648086071014,0.5287480354309082,no fall
15,0.5452548265457153,0.5026928782463074,0.5093470215797424,0.4997966885566711,0.5329821109771729,0.547269344329834,0.4818972945213318,0.4231561124324798,0.4560643136501312,0.4585026800632477,0.4563966393470764,0.438209056854248,0.4223679900169372,0.4532909989356994,0.7888919711112976,0.5344324707984924,0.6688934564590454,0.3571531474590301,0.538040041923523,0.3010767996311188,0.4548693299293518,0.7828137278556824,0.5316290259361267,0.6608472466468811,0.3634823560714721,0.5307727456092834,no fall
20,0.5394694805145264,0.5026638507843018,0.5021423101425171,0.4960390925407409,0.5259566307067871,0.544254720211029,0.4744752943515777,0.4175320267677307,0.4589874744415283,0.453355461359024,0.455843448638916,0.4297165274620056,0.4188315868377685,0.455138087272644,0.7888893485069275,0.5349451899528503,0.6688956618309021,0.3593020737171173,0.5393639206886292,0.3233002126216888,0.4577146172523498,0.7792964577674866,0.5330352187156677,0.6602319478988647,0.3659670054912567,0.5342783331871033,no fall
25,0.5332564115524292,0.4993645548820495,0.4928635954856872,0.487772136926651,0.5164875388145447,0.5316073298454285,0.4645284712314605,0.4076610207557678,0.460456520318985,0.4464801251888275,0.4547769427299499,0.4230925142765045,0.4157986640930176,0.4676151275634765,0.7903589010238647,0.5412431955337524,0.6688997149467468,0.3721554577350616,0.5507137775421143,0.3590587675571441,0.4711289703845978,0.7788558602333069,0.5411165356636047,0.6608328223228455,0.3809565901756286,0.5546581745147705,no fall
30,0.5308584570884705,0.4945747256278991,0.4936294555664062,0.4875096380710602,0.5148034691810608,0.5239599943161011,0.4584316611289978,0.406987577676773,0.4616858065128326,0.4466936588287353,0.4531211853027344,0.4219325482845306,0.4202834963798523,0.5236425399780273,0.8027172088623047,0.5466114282608032,0.6710936427116394,0.424784779548645,0.6054798364639282,0.4290280044078827,0.5276314616203308,0.7790755033493042,0.545630156993866,0.6609850525856018,0.4340126812458038,0.611242413520813,no fall
35,0.5299519896507263,0.4893229901790619,0.4955790936946869,0.4888443946838379,0.5171190500259399,0.5172486901283264,0.4626674652099609,0.4122065901756286,0.4634596705436706,0.4473196864128113,0.4531421065330505,0.4238499999046325,0.4375329613685608,0.5934568643569946,0.7954728603363037,0.5307945013046265,0.6628369688987732,0.4966491162776947,0.6903870105743408,0.5324634909629822,0.5937651991844177,0.7735690474510193,0.5308399200439453,0.6552924513816833,0.4946228563785553,0.6803516745567322,no fall
40,0.5285961627960205,0.4859628677368164,0.4958021640777588,0.4959782660007477,0.5184291005134583,0.5155592560768127,0.4719268679618835,0.4228118360042572,0.4782218039035797,0.4480790495872497,0.4625477194786072,0.4247280061244964,0.4482434391975403,0.6597611904144287,0.8004196286201477,0.5530195236206055,0.674202024936676,0.5559502243995667,0.7514424920082092,0.5939476490020752,0.6498929858207703,0.792776882648468,0.5513617396354675,0.6798394322395325,0.5556720495223999,0.7398510575294495,no fall
45,0.52556312084198,0.4880786836147308,0.4969252943992615,0.4959674775600433,0.5179687738418579,0.5092379450798035,0.4739854335784912,0.4419940114021301,0.4795283675193786,0.4529816508293152,0.4668745994567871,0.4279974400997162,0.4740175604820251,0.6839087605476379,0.821181058883667,0.5755020380020142,0.7016605734825134,0.5825880169868469,0.7790482044219971,0.6285499930381775,0.6901295185089111,0.8074551820755005,0.5769240260124207,0.6994268298149109,0.5935578942298889,0.7847171425819397,no fall
50,0.5254550576210022,0.4891067147254944,0.4974732995033264,0.4966922700405121,0.518375039100647,0.5103863477706909,0.4752601981163025,0.4410575032234192,0.4756110310554504,0.4529715180397033,0.4687221050262451,0.4292404651641845,0.4697441458702087,0.6825418472290039,0.8140106201171875,0.5680321455001831,0.6968965530395508,0.5838773250579834,0.7771385908126831,0.627407431602478,0.6854856014251709,0.8097025156021118,0.5705356597900391,0.6957572102546692,0.5935842990875244,0.7799980640411377,no fall
