Frame Number,X_Left Elbow,X_Left Foot,X_Left Hip,X_Left Knee,X_Left Shoulder,X_Left Wrist,X_Nose,X_Right Elbow,X_Right Foot,X_Right Hip,X_Right Knee,X_Right Shoulder,X_Right Wrist,Y_Left Elbow,Y_Left Foot,Y_Left Hip,Y_Left Knee,Y_Left Shoulder,Y_Left Wrist,Y_Nose,Y_Right Elbow,Y_Right Foot,Y_Right Hip,Y_Right Knee,Y_Right Shoulder,Y_Right Wrist,Annotation
5,0.58722984790802,0.5585338473320007,0.5578787922859192,0.5533904433250427,0.5717126131057739,0.5948667526245117,0.5375389456748962,0.4928592145442962,0.5337449908256531,0.5206117630004883,0.5248811841011047,0.506844162940979,0.4811012744903564,0.5056309700012207,0.7577769160270691,0.5739368796348572,0.6728518605232239,0.442268043756485,0.5636586546897888,0.4087859988212585,0.5133001804351807,0.7600538730621338,0.5750473737716675,0.6687957644462585,0.4457245171070099,0.5759745836257935,No Fall
10,0.584587037563324,0.5544788241386414,0.5567114353179932,0.5518019795417786,0.5713861584663391,0.5923207402229309,0.5370051264762878,0.4916824102401733,0.533819854259491,0.5190566778182983,0.5253137350082397,0.502970278263092,0.4826271533966064,0.5055302381515503,0.7659558653831482,0.5736728310585022,0.6728498935699463,0.4424359500408172,0.5625438690185547,0.408439964056015,0.5105312466621399,0.7631883025169373,0.5748871564865112,0.6699985265731812,0.4451594948768616,0.571228563785553,No Fall
15,0.58324134349823,0.5503361821174622,0.5562748312950134,0.5507988333702087,0.571226179599762,0.5899398326873779,0.5369137525558472,0.4894951283931732,0.5338811278343201,0.5181786417961121,0.525418758392334,0.5006700754165649,0.4828868806362152,0.5062402486801147,0.7766596674919128,0.57410728931427,0.6763193607330322,0.4424385130405426,0.5628810524940491,0.4083932638168335,0.5084823966026306,0.7649134397506714,0.5756117105484009,0.6746638417243958,0.4425625503063202,0.5707910060882568,No Fall
20,0.5830608606338501,0.548556923866272,0.5563099980354309,0.5501919388771057,0.5713415741920471,0.5899315476417542,0.5367739200592041,0.4886935651302337,0.5328644514083862,0.5178889632225037,0.5207793712615967,0.5001404881477356,0.4825179874897003,0.506331741809845,0.7765957713127136,0.5745286345481873,0.6789634823799133,0.4414936900138855,0.563456118106842,0.403477668762207,0.5073543190956116,0.7626518607139587,0.5759410262107849,0.6751154661178589,0.4410606622695923,0.5700024962425232,No Fall
25,0.5850158929824829,0.5469932556152344,0.5560283064842224,0.5499864220619202,0.5712845325469971,0.5910158753395081,0.5357047319412231,0.4882645905017853,0.5163145065307617,0.5161121487617493,0.5090945959091187,0.4991776049137115,0.4809344410896301,0.5021008849143982,0.7814733982086182,0.574540376663208,0.685908317565918,0.4355780482292175,0.5628932118415833,0.3962250053882599,0.5053877234458923,0.7819673418998718,0.5749762654304504,0.67540043592453,0.4365749061107635,0.5693095326423645,No Fall
30,0.5856755375862122,0.5432867407798767,0.5521496534347534,0.5476058125495911,0.5695841908454895,0.5911926627159119,0.5288587212562561,0.4843038916587829,0.5023342967033386,0.5094329118728638,0.5016176104545593,0.4935947060585022,0.4766856133937835,0.4993066489696502,0.7807195782661438,0.575268566608429,0.6880497336387634,0.4325819909572601,0.5622352361679077,0.3929967582225799,0.5056812763214111,0.7912829518318176,0.5749296545982361,0.6785918474197388,0.435719758272171,0.5696489810943604,No Fall
35,0.5832533240318298,0.5411535501480103,0.5461157560348511,0.5421968102455139,0.5641865134239197,0.587806761264801,0.5220603346824646,0.472865492105484,0.502200722694397,0.502316415309906,0.4971699118614197,0.4831485748291015,0.4651466608047485,0.4985848665237427,0.7788055539131165,0.5776646733283997,0.6910444498062134,0.4284255802631378,0.5619433522224426,0.3855750262737274,0.5054237246513367,0.8006857633590698,0.576580286026001,0.688713014125824,0.4326812326908111,0.5718634724617004,No Fall
40,0.5754551887512207,0.5292969346046448,0.5398609638214111,0.5342068076133728,0.5583130717277527,0.5829368829727173,0.5163376927375793,0.4642180800437927,0.503330647945404,0.4961481988430023,0.4956143498420715,0.4756878018379211,0.4542463421821594,0.4940856397151947,0.8032366037368774,0.5795031785964966,0.7022225260734558,0.4199049174785614,0.5587291717529297,0.3787824213504791,0.5003397464752197,0.809603750705719,0.5776592493057251,0.7023964524269104,0.4252610802650451,0.5685898661613464,No Fall
45,0.5745378136634827,0.526867687702179,0.537583589553833,0.5342699289321899,0.5526959896087646,0.5822551250457764,0.5095612406730652,0.4588761329650879,0.5021665096282959,0.4936155378818512,0.4933453500270843,0.4695367813110351,0.4466706812381744,0.4932999312877655,0.8064977526664734,0.5835388898849487,0.7085574269294739,0.420933336019516,0.5603979229927063,0.381635457277298,0.500802218914032,0.810697615146637,0.5821946859359741,0.7056944370269775,0.4280047118663788,0.5697113871574402,No Fall
50,0.5732152462005615,0.5266762375831604,0.5349037051200867,0.5292166471481323,0.5477249026298523,0.5794040560722351,0.4989238679409027,0.44885915517807,0.494723379611969,0.4886775612831116,0.4933997690677643,0.4589106738567352,0.4405734539031982,0.5044226050376892,0.810594379901886,0.5950451493263245,0.7219135165214539,0.4294266700744629,0.5830490589141846,0.4024547636508941,0.5182705521583557,0.8298943638801575,0.5952727198600769,0.7250723242759705,0.4414266049861908,0.5917609333992004,No Fall
