Frame Number,X_Left Elbow,X_Left Foot,X_Left Hip,X_Left Knee,X_Left Shoulder,X_Left Wrist,X_Nose,X_Right Elbow,X_Right Foot,X_Right Hip,X_Right Knee,X_Right Shoulder,X_Right Wrist,Y_Left Elbow,Y_Left Foot,Y_Left Hip,Y_Left Knee,Y_Left Shoulder,Y_Left Wrist,Y_Nose,Y_Right Elbow,Y_Right Foot,Y_Right Hip,Y_Right Knee,Y_Right Shoulder,Y_Right Wrist,Annotation
5,0.6870793104171753,0.6627979874610901,0.647904634475708,0.639752209186554,0.6687026619911194,0.6962049007415771,0.5990303754806519,0.554938554763794,0.6379885077476501,0.5962195992469788,0.6160644888877869,0.5715434551239014,0.5402666330337524,0.3787446916103363,0.7369928359985352,0.4724235236644745,0.6137559413909912,0.2762840986251831,0.4619456231594085,0.2008155435323715,0.3840904235839844,0.7585502862930298,0.4765149056911468,0.6215792894363403,0.2875755429267883,0.4616960883140564,No fall
10,0.6851732134819031,0.6320800185203552,0.6444268226623535,0.6340273022651672,0.665425181388855,0.6901200413703918,0.5899962186813354,0.5485879182815552,0.6311379671096802,0.5917748808860779,0.6144310832023621,0.5658683776855469,0.5307602286338806,0.3783005475997925,0.7797735333442688,0.478162556886673,0.6320706605911255,0.2734652757644653,0.4628568589687347,0.1981143504381179,0.383392870426178,0.7702694535255432,0.4783523678779602,0.6271399259567261,0.2860721945762634,0.4619329869747162,No fall
15,0.6766254305839539,0.6184046268463135,0.6349273324012756,0.6241800785064697,0.6591448783874512,0.6765958666801453,0.568850576877594,0.5431559085845947,0.6305723190307617,0.5803712010383606,0.5986297130584717,0.5577168464660645,0.5224978923797607,0.3709596693515777,0.7994593381881714,0.4778002500534057,0.6392910480499268,0.2556710839271545,0.4624387323856354,0.1921737939119339,0.3828535079956054,0.7686647772789001,0.4781473278999328,0.633281946182251,0.2814056277275085,0.4646041095256805,No fall
20,0.6599756479263306,0.6180248856544495,0.6215813755989075,0.6244897842407227,0.6436440944671631,0.6595713496208191,0.5366888046264648,0.5374400615692139,0.6097486615180969,0.5676604509353638,0.5471035242080688,0.5456649661064148,0.5169912576675415,0.3538727462291717,0.7944997549057007,0.4768009185791015,0.643684446811676,0.2361286282539367,0.4565101861953735,0.1791449189186096,0.3808911144733429,0.7588740587234497,0.4748736321926117,0.6169205904006958,0.2720242440700531,0.4692262709140777,No fall
25,0.6343387961387634,0.6192999482154846,0.6058871150016785,0.610917866230011,0.6107591986656189,0.626884937286377,0.5097083449363708,0.5293603539466858,0.5383635759353638,0.5527641773223877,0.5234314799308777,0.5304003357887268,0.5099440813064575,0.3345927894115448,0.8002766966819763,0.4725230932235718,0.6433137655258179,0.219673603773117,0.4500185847282409,0.1655773520469665,0.3795884251594543,0.7910934090614319,0.470631867647171,0.6214123368263245,0.2636336386203766,0.4728138148784637,No fall
30,0.596534788608551,0.6181401610374451,0.5764978528022766,0.592395544052124,0.5702012777328491,0.5786386132240295,0.4740277528762817,0.5184775590896606,0.476502925157547,0.5279107093811035,0.5056694746017456,0.506898820400238,0.4999242722988128,0.3323076367378235,0.802349328994751,0.4690803289413452,0.6405391693115234,0.2134031504392624,0.4476012289524078,0.1695347428321838,0.3724597692489624,0.8105712532997131,0.4706265330314636,0.6345112323760986,0.2550703883171081,0.4728297889232635,No fall
35,0.5413034558296204,0.6085240244865417,0.5347522497177124,0.5293679237365723,0.5232824087142944,0.5280483365058899,0.4358634352684021,0.4754611551761627,0.4713490605354309,0.502670407295227,0.4810902774333954,0.4834984838962555,0.4521776735782623,0.3268499672412872,0.7921367883682251,0.4601809382438659,0.6339982151985168,0.2100131809711456,0.4432991147041321,0.1798589676618576,0.3046485483646393,0.8108912110328674,0.4625292718410492,0.6333150267601013,0.2380626499652862,0.2889953851699829,No fall
40,0.4837790131568908,0.4964025318622589,0.4906283020973205,0.4643914699554443,0.475840300321579,0.4565155804157257,0.4085228145122528,0.4668358266353607,0.5121954083442688,0.4885670840740204,0.4718790054321289,0.4712792634963989,0.448181539773941,0.3346072435379028,0.8086055517196655,0.4543177783489227,0.6342776417732239,0.2168265283107757,0.4617425203323364,0.1977973133325576,0.3262098431587219,0.8029404878616333,0.4566338360309601,0.6345251202583313,0.228179857134819,0.3579005897045135,No fall
45,0.4358043372631073,0.4029577970504761,0.4471173584461212,0.3989134728908539,0.4246495068073272,0.4063794016838074,0.37363001704216,0.4522476196289062,0.4600614607334137,0.4658874273300171,0.4451355934143066,0.4470454752445221,0.4229738712310791,0.3380406498908996,0.8197346925735474,0.4562997221946716,0.6340560913085938,0.21786929666996,0.4611202180385589,0.1977692991495132,0.2899978756904602,0.8012785315513611,0.4584089517593384,0.6322807669639587,0.2241324633359909,0.3168979287147522,No fall
50,0.395435631275177,0.3188077509403229,0.4089198708534241,0.3613829016685486,0.3776062428951263,0.3760029673576355,0.344176709651947,0.4447252750396728,0.4699457883834839,0.4354126751422882,0.4421764016151428,0.4195294082164764,0.4065202176570892,0.3407258689403534,0.820868730545044,0.4638140797615051,0.6463239192962646,0.2216505706310272,0.4610075652599334,0.1986321061849594,0.3138418197631836,0.8167292475700378,0.4679104089736938,0.6447011232376099,0.2254619002342224,0.3693603575229645,No fall
55,0.3395436704158783,0.3159667253494262,0.3680087029933929,0.3354983329772949,0.3286918401718139,0.3213333785533905,0.3090991079807281,0.4157825112342834,0.4537127017974853,0.4106504023075104,0.408217579126358,0.394766241312027,0.4037013053894043,0.342249721288681,0.8199365139007568,0.463236927986145,0.6437873244285583,0.2241394519805908,0.4663232266902923,0.201300710439682,0.3235285580158233,0.8116310238838196,0.4661916494369507,0.6419317126274109,0.2235610038042068,0.4325988590717315,No fall
60,0.2875681221485138,0.3143283426761627,0.3319527208805084,0.3202086985111236,0.2935687303543091,0.2665368914604187,0.2867023944854736,0.4063277542591095,0.3870461881160736,0.3815613389015198,0.3680504858493805,0.3807099163532257,0.3950415551662445,0.343099981546402,0.8156009912490845,0.4632937610149383,0.642296552658081,0.2254698574542999,0.4653647243976593,0.2184804081916809,0.3392147719860077,0.8096820116043091,0.4664994478225708,0.6388808488845825,0.2241083830595016,0.4607776403427124,No fall
65,0.2562994062900543,0.3125878572463989,0.3105393052101135,0.3053951859474182,0.2766070961952209,0.2347414642572403,0.2747795581817627,0.3989787697792053,0.3370973765850067,0.3646063208580017,0.3414660096168518,0.368936687707901,0.3890841901302337,0.3427706956863403,0.8142625689506531,0.4633436203002929,0.6424384713172913,0.2365536242723465,0.4650034606456756,0.2459062486886978,0.3800368010997772,0.7871366143226624,0.4704477190971374,0.6321602463722229,0.2572923898696899,0.5056796669960022,No fall
70,0.2509370744228363,0.3104110658168793,0.2993201911449432,0.2939679622650146,0.271056056022644,0.2311709374189376,0.2713838517665863,0.3830380737781524,0.3267149329185486,0.3537013232707977,0.3318464457988739,0.357860267162323,0.3671035170555115,0.3557811379432678,0.8132172226905823,0.4645420908927917,0.6423162221908569,0.2552269101142883,0.4695450961589813,0.2785058617591858,0.4005652964115143,0.7828781604766846,0.4750891923904419,0.6317562460899353,0.29111248254776,0.5091989636421204,No fall
75,0.2591687142848968,0.3118519484996795,0.3076804578304291,0.2845665216445923,0.2663187682628631,0.2357193827629089,0.2782120406627655,0.3516715168952942,0.3249608278274536,0.3567562699317932,0.3316016495227813,0.3481720983982086,0.3198933005332947,0.3686534166336059,0.8123992681503296,0.4737306535243988,0.6418160796165466,0.2819723784923553,0.4743722081184387,0.3015260696411133,0.4137522876262665,0.7780889868736267,0.4822303354740143,0.632177472114563,0.3155469596385956,0.4947801232337951,No fall
80,0.2659476995468139,0.3100727498531341,0.3160640299320221,0.2847512066364288,0.2725866436958313,0.244722232222557,0.2754846513271332,0.3725976049900055,0.3241188526153564,0.3630684912204742,0.3339017927646637,0.3475509285926819,0.357878178358078,0.3951362669467926,0.8053532838821411,0.4790670275688171,0.6416032314300537,0.3189320564270019,0.488230288028717,0.3589695394039154,0.4437172710895538,0.7744072079658508,0.4890992343425751,0.6328860521316528,0.3510964810848236,0.536375105381012,No fall
85,0.264406681060791,0.3236217200756073,0.3267168700695038,0.2869576811790466,0.2791284918785095,0.2489202320575714,0.2681060433387756,0.3639397025108337,0.329799622297287,0.3680178523063659,0.319231241941452,0.343824177980423,0.3648426830768585,0.4063415825366974,0.7869028449058533,0.4847133755683899,0.6365305781364441,0.3580503463745117,0.4993119239807129,0.4077648222446441,0.4665479660034179,0.769952654838562,0.4935053586959839,0.6327943205833435,0.3836273849010467,0.558410108089447,No fall
