Frame Number,X_Left Elbow,X_Left Foot,X_Left Hip,X_Left Knee,X_Left Shoulder,X_Left Wrist,X_Nose,X_Right Elbow,X_Right Foot,X_Right Hip,X_Right Knee,X_Right Shoulder,X_Right Wrist,Y_Left Elbow,Y_Left Foot,Y_Left Hip,Y_Left Knee,Y_Left Shoulder,Y_Left Wrist,Y_Nose,Y_Right Elbow,Y_Right Foot,Y_Right Hip,Y_Right Knee,Y_Right Shoulder,Y_Right Wrist,Annotation
10,0.7429115772247314,0.7316045761108398,0.7150444984436035,0.719182550907135,0.7252234816551208,0.7461060881614685,0.677290141582489,0.6471193432807922,0.6855841875076294,0.6721115112304688,0.6794048547744751,0.6547915935516357,0.6385807394981384,0.4201892018318176,0.6972184181213379,0.4956707954406738,0.6020999550819397,0.3457169830799103,0.4850693941116333,0.3014483451843261,0.4325716495513916,0.6951485872268677,0.5005358457565308,0.6019490957260132,0.3613717555999756,0.4969203472137451,no fall
15,0.734711766242981,0.718208909034729,0.7119879126548767,0.7148884534835815,0.7168901562690735,0.743557333946228,0.6698178052902222,0.6339575052261353,0.6813417673110962,0.6687303781509399,0.6766667366027832,0.6450506448745728,0.6312845945358276,0.4184318780899048,0.6905457377433777,0.4894094467163086,0.5984240174293518,0.3426048755645752,0.4824263453483581,0.2964065074920654,0.4267589747905731,0.6996268630027771,0.494106262922287,0.6009989976882935,0.3539185225963592,0.4939509332180023,no fall
20,0.7260736227035522,0.6927689909934998,0.7053241729736328,0.7006734609603882,0.7111719846725464,0.7348473072052002,0.6643005013465881,0.6248202919960022,0.6806146502494812,0.663680374622345,0.6701442003250122,0.636573851108551,0.6241134405136108,0.4179688692092895,0.6975510120391846,0.4896078705787658,0.6005963683128357,0.3403613567352295,0.4850086271762848,0.2920705080032348,0.4245862960815429,0.7127820253372192,0.4934113621711731,0.6049659848213196,0.3517296016216278,0.492704302072525,no fall
25,0.7217868566513062,0.6690152287483215,0.6973575353622437,0.6859369277954102,0.7096260786056519,0.7284146547317505,0.6581913232803345,0.6217104196548462,0.6741547584533691,0.6540194749832153,0.6550777554512024,0.6318405866622925,0.6174964308738708,0.4177880585193634,0.704490065574646,0.4900823533535003,0.605869710445404,0.3368635773658752,0.4872033298015594,0.2856713235378265,0.4192017912864685,0.7161027789115906,0.4925557971000671,0.6067324280738831,0.3471249043941498,0.4889898598194122,no fall
30,0.7228454351425171,0.6654379963874817,0.6915439367294312,0.6812463998794556,0.7082617282867432,0.7280216217041016,0.6517719030380249,0.6157753467559814,0.643755316734314,0.6460028886795044,0.6413946747779846,0.6275526881217957,0.6066538691520691,0.4092369973659515,0.704123318195343,0.4852328896522522,0.6060783863067627,0.320231169462204,0.4784435033798218,0.2744467258453369,0.4135921895503998,0.7133234143257141,0.4836147725582123,0.606594979763031,0.334320604801178,0.4886046350002289,no fall
35,0.7211120128631592,0.6608555912971497,0.6848204135894775,0.6759427785873413,0.7043291926383972,0.7221099734306335,0.6397024393081665,0.6089487075805664,0.629123330116272,0.6386170387268066,0.6337002515792847,0.6222754716873169,0.5943543910980225,0.3996320068836212,0.7075399160385132,0.4848826229572296,0.608610212802887,0.3099760711193084,0.4689446985721588,0.2697308659553528,0.4107117354869842,0.7281903028488159,0.4826657176017761,0.6091761589050293,0.3291173577308655,0.4862919151782989,no fall
40,0.7096368074417114,0.6553026437759399,0.6743625402450562,0.6670406460762024,0.6918299794197083,0.7101883888244629,0.6175949573516846,0.5947118997573853,0.6159438490867615,0.6312337517738342,0.6314035654067993,0.609079897403717,0.5828065872192383,0.397009789943695,0.719223141670227,0.4864684343338012,0.6152870655059814,0.3079459369182586,0.4673067629337311,0.2689971923828125,0.4139450192451477,0.7474020719528198,0.4838834106922149,0.619849443435669,0.3282450437545776,0.4920716881752014,no fall
45,0.6909610033035278,0.6611291766166687,0.654725193977356,0.6521881222724915,0.6698168516159058,0.6927715539932251,0.589028000831604,0.5744439363479614,0.6151511073112488,0.6091045141220093,0.6149578094482422,0.5835453271865845,0.5643553137779236,0.3856320679187774,0.7148755788803101,0.486449658870697,0.6174526810646057,0.2936927080154419,0.4637171030044555,0.2661417126655578,0.4153726100921631,0.7571530938148499,0.4858109354972839,0.6257815361022949,0.3260924518108368,0.4950714409351349,no fall
50,0.6699491143226624,0.65116947889328,0.633708119392395,0.6164376735687256,0.6469607949256897,0.6692332029342651,0.5595486164093018,0.5601849555969238,0.6204976439476013,0.5922679305076599,0.6010025143623352,0.5674306154251099,0.5421550869941711,0.3730512261390686,0.7289481163024902,0.4744234681129455,0.6123725771903992,0.2767511010169983,0.4600911736488342,0.2587693929672241,0.4047322273254394,0.7545925974845886,0.4771081507205963,0.6228378415107727,0.3118305802345276,0.4837874472141266,no fall
55,0.6461175680160522,0.5780172944068909,0.6119009256362915,0.5828477740287781,0.6176260113716125,0.6371092796325684,0.5269726514816284,0.542294979095459,0.5989007949829102,0.5741845965385437,0.5762866735458374,0.5509266257286072,0.5167586207389832,0.359540581703186,0.7748128175735474,0.471522569656372,0.6134635210037231,0.2662953436374664,0.4554490745067596,0.2545973658561706,0.4019311964511871,0.7613570690155029,0.473171204328537,0.6204107999801636,0.3074229657649994,0.4802475273609161,no fall
60,0.6156607866287231,0.5318864583969116,0.5922854542732239,0.5463109612464905,0.5835834741592407,0.605411171913147,0.4993475079536438,0.526095449924469,0.6077103018760681,0.5630074143409729,0.5665453672409058,0.5246931314468384,0.5002040266990662,0.3667987585067749,0.79251629114151,0.4735171496868133,0.6192701458930969,0.2722900509834289,0.4582240879535675,0.2589186728000641,0.4050533771514892,0.7548748850822449,0.4765606820583343,0.6217209696769714,0.3090431094169616,0.4878242909908294,no fall
65,0.5835142135620117,0.5318782925605774,0.583428680896759,0.5488606691360474,0.5470079183578491,0.5737744569778442,0.4703695178031921,0.5087650418281555,0.5734647512435913,0.5539940595626831,0.5415456891059875,0.5034312009811401,0.4881112575531006,0.3718511164188385,0.7952035069465637,0.4741050004959106,0.6234736442565918,0.2797983884811401,0.4598784148693084,0.3167688846588135,0.4067600667476654,0.7670020461082458,0.4770689606666565,0.6234341263771057,0.3088819086551666,0.504593014717102,no fall
70,0.5497696995735168,0.5291158556938171,0.5858197808265686,0.548876166343689,0.5127133131027222,0.5518516898155212,0.4310843050479889,0.4895520210266113,0.5357066988945007,0.5559483170509338,0.5439797043800354,0.4759345054626465,0.4763504564762115,0.4003351330757141,0.8007918000221252,0.4743517637252807,0.6341211199760437,0.3016784489154815,0.491171658039093,0.3583519458770752,0.4307885766029358,0.7853091955184937,0.4783472716808319,0.6301676034927368,0.3119951486587524,0.5491469502449036,no fall
75,0.5139821767807007,0.5288242697715759,0.5700660347938538,0.5457375645637512,0.4750210642814636,0.5241442322731018,0.4251101911067962,0.470931202173233,0.5291897654533386,0.5448840260505676,0.5388032793998718,0.4543076455593109,0.4676341414451599,0.4680412411689758,0.802902340888977,0.4989401996135711,0.6435505747795105,0.3439303338527679,0.5762847065925598,0.4151314795017242,0.4746774733066559,0.7906301617622375,0.5004048347473145,0.6362676024436951,0.3467704355716705,0.6006323099136353,no fall
80,0.5242903828620911,0.5237927436828613,0.5668861269950867,0.5412285327911377,0.4660684168338775,0.5205466747283936,0.4162670969963074,0.4763675630092621,0.5223221182823181,0.5468086004257202,0.5359392166137695,0.4519886374473572,0.4863765835762024,0.4403212964534759,0.7933014035224915,0.5016647577285767,0.642998218536377,0.3823035955429077,0.5427764654159546,0.4639488458633423,0.4994818866252899,0.7865517139434814,0.5120489001274109,0.6414353251457214,0.4017947614192962,0.6219555735588074,no fall
85,0.5137931108474731,0.5206154584884644,0.5710006356239319,0.541938304901123,0.4522734582424164,0.5149064064025879,0.4208304286003113,0.4598119258880615,0.5185452699661255,0.5491111278533936,0.5372151732444763,0.4391338229179382,0.4803597331047058,0.4442401230335235,0.7945341467857361,0.4991472959518432,0.6446443796157837,0.4137085676193237,0.5437453389167786,0.5189963579177856,0.5129460096359253,0.7916208505630493,0.526117205619812,0.6482451558113098,0.4431711137294769,0.5924915075302124,no fall
