Frame Number,X_Left Elbow,X_Left Foot,X_Left Hip,X_Left Knee,X_Left Shoulder,X_Left Wrist,X_Nose,X_Right Elbow,X_Right Foot,X_Right Hip,X_Right Knee,X_Right Shoulder,X_Right Wrist,Y_Left Elbow,Y_Left Foot,Y_Left Hip,Y_Left Knee,Y_Left Shoulder,Y_Left Wrist,Y_Nose,Y_Right Elbow,Y_Right Foot,Y_Right Hip,Y_Right Knee,Y_Right Shoulder,Y_Right Wrist,Annotation
5,0.1352047622203827,0.1800957322120666,0.1329907327890396,0.1574991643428802,0.1358150839805603,0.1402355581521988,0.1612221747636795,0.142563909292221,0.0800284594297409,0.134062573313713,0.1171251535415649,0.144998088479042,0.1420016288757324,0.5699481964111328,0.7643125057220459,0.6410098075866699,0.6895851492881775,0.5244171619415283,0.6343812942504883,0.4990897178649902,0.5772233009338379,0.8113644123077393,0.6396646499633789,0.7187879085540771,0.521994948387146,0.6459229588508606,No Fall
10,0.1511340141296386,0.1839590370655059,0.1557183265686035,0.1691143661737442,0.1538977026939392,0.1667354851961136,0.1869570612907409,0.1805040091276168,0.120133638381958,0.1732672601938247,0.1686060279607772,0.1805236637592315,0.1872007697820663,0.5610361099243164,0.7725155353546143,0.6344130635261536,0.6913514137268066,0.5149150490760803,0.585716724395752,0.4967434406280517,0.5696457028388977,0.7796494364738464,0.6335683465003967,0.7117456793785095,0.5158738493919373,0.6316546201705933,No Fall
15,0.1799299716949463,0.1922826468944549,0.1836308985948562,0.1962604969739914,0.179189994931221,0.1976824551820755,0.2106027603149414,0.2182453274726867,0.1866000294685363,0.1972471624612808,0.1966130882501602,0.2056472450494766,0.2342461049556732,0.5519821047782898,0.7628179788589478,0.6050845980644226,0.6752136945724487,0.501579999923706,0.5862519145011902,0.482711523771286,0.548803448677063,0.7843056917190552,0.6105775237083435,0.6967948079109192,0.4937440752983093,0.5911136269569397,No Fall
20,0.1948189437389373,0.2401397079229354,0.2063159793615341,0.2245219051837921,0.1993401199579239,0.2043172270059585,0.2319056540727615,0.2423466742038726,0.1913780272006988,0.221398189663887,0.2183793634176254,0.2275922894477844,0.2578915357589721,0.5549277067184448,0.7201623916625977,0.6145439147949219,0.6575071811676025,0.5060509443283081,0.5953655242919922,0.4841881096363067,0.5407476425170898,0.7696080803871155,0.6085993647575378,0.6811947226524353,0.4958281815052032,0.5617823004722595,No Fall
25,0.217459499835968,0.2467346638441085,0.2296358197927475,0.2456473559141159,0.2196793854236602,0.2262153625488281,0.2478699833154678,0.2671312093734741,0.2143913060426712,0.2456528544425964,0.2438841760158538,0.2516698241233825,0.2812753617763519,0.5564193725585938,0.7175458669662476,0.6167807579040527,0.6601254940032959,0.5082772970199585,0.5921302437782288,0.483960747718811,0.5399678349494934,0.7441323399543762,0.6090837121009827,0.6821065545082092,0.4983816742897033,0.5679784417152405,No Fall
30,0.2466847151517868,0.2512801885604858,0.2469536811113357,0.2535306513309479,0.2424555420875549,0.2574462294578552,0.2682956159114837,0.2806250154972076,0.2643584311008453,0.2663561999797821,0.2772258222103119,0.271249920129776,0.2899287641048431,0.5431401133537292,0.7162154316902161,0.5958055257797241,0.6527048349380493,0.496933102607727,0.5716121196746826,0.4753103852272033,0.5387755036354065,0.72341388463974,0.5916683077812195,0.6530293822288513,0.4877923429012298,0.57861328125,No Fall
35,0.2653099596500397,0.2507977187633514,0.2686215043067932,0.2632793486118316,0.2656034827232361,0.2785036265850067,0.2945643365383148,0.292543888092041,0.3108168244361877,0.2876798510551452,0.2978605031967163,0.2904103696346283,0.2957541346549988,0.495423823595047,0.7172521948814392,0.5996299386024475,0.6535303592681885,0.4975263178348541,0.4837503433227539,0.4784198999404907,0.541913628578186,0.6917961239814758,0.597801148891449,0.639988899230957,0.4894927442073822,0.585520327091217,No Fall
40,0.288769781589508,0.2677931189537048,0.2924087643623352,0.2893001437187195,0.2879891395568847,0.2883608043193817,0.3163627684116363,0.3137671053409576,0.3176697194576263,0.3072952032089233,0.3133532404899597,0.3106598258018493,0.3164491355419159,0.4471572637557983,0.6936123967170715,0.5891863107681274,0.6451723575592041,0.4923264682292938,0.3990616500377655,0.4792144298553467,0.5392780303955078,0.6964358687400818,0.5879523754119873,0.637471079826355,0.4931917488574981,0.5836869478225708,No Fall
45,0.2982684671878814,0.313659131526947,0.3102216422557831,0.3219688236713409,0.3082298040390014,0.3070948421955108,0.3336582779884338,0.3377056419849396,0.3178035616874695,0.3241815268993377,0.327094167470932,0.3298930525779724,0.3483811020851135,0.4886521399021148,0.6772858500480652,0.5672336220741272,0.6226375699043274,0.4843389987945556,0.4910638332366943,0.4714607000350952,0.5293648838996887,0.6993049383163452,0.5699846148490906,0.630551278591156,0.4846479594707489,0.5621148347854614,No Fall
50,0.3156152069568634,0.362113356590271,0.3315494358539581,0.3450877070426941,0.3260879814624786,0.3269201219081878,0.3538679182529449,0.3525342345237732,0.3156304657459259,0.3382334113121032,0.3383327722549438,0.3441366553306579,0.368449866771698,0.5233267545700073,0.6647202372550964,0.5704137682914734,0.6060441136360168,0.4888738095760345,0.556882381439209,0.4700492024421692,0.5173249840736389,0.6880828142166138,0.5717394351959229,0.6212483048439026,0.4818439483642578,0.5374571084976196,No Fall
55,0.3497063219547272,0.3728495836257934,0.3569839298725128,0.3700980246067047,0.3526686131954193,0.3582417666912079,0.3740690946578979,0.3735903799533844,0.3299540877342224,0.360410988330841,0.3587835133075714,0.3657311201095581,0.387758731842041,0.5243561863899231,0.6672742962837219,0.5683987140655518,0.6074487566947937,0.4827854931354522,0.555467963218689,0.4707535803318023,0.5235050320625305,0.6682682037353516,0.5714157819747925,0.6210597157478333,0.4842626452445984,0.5497950911521912,No Fall
60,0.379883348941803,0.3758069276809692,0.376473605632782,0.3814660310745239,0.3774551153182983,0.3841385245323181,0.3948459029197693,0.3849780857563019,0.3759658634662628,0.3795437514781952,0.3868648707866668,0.3810862004756927,0.3898346722126007,0.5223820805549622,0.6658728122711182,0.5604062676429749,0.6136393547058105,0.4781720340251922,0.5589836835861206,0.4651331007480621,0.5200037360191345,0.6699418425559998,0.5600881576538086,0.6135596036911011,0.4785923659801483,0.5572555661201477,No Fall
