Frame Number,X_Left Elbow,X_Left Foot,X_Left Hip,X_Left Knee,X_Left Shoulder,X_Left Wrist,X_Nose,X_Right Elbow,X_Right Foot,X_Right Hip,X_Right Knee,X_Right Shoulder,X_Right Wrist,Y_Left Elbow,Y_Left Foot,Y_Left Hip,Y_Left Knee,Y_Left Shoulder,Y_Left Wrist,Y_Nose,Y_Right Elbow,Y_Right Foot,Y_Right Hip,Y_Right Knee,Y_Right Shoulder,Y_Right Wrist,Annotation
5,0.1565609276294708,0.1386038362979889,0.142283946275711,0.1279062032699585,0.1363559067249298,0.1562927365303039,0.0840103775262832,0.1372181177139282,0.1543056815862655,0.1294261068105697,0.1320998221635818,0.1193317621946334,0.1370140016078949,0.44623863697052,0.8673667907714844,0.552427351474762,0.7076942920684814,0.3317760229110718,0.5571342706680298,0.2806960940361023,0.4556115865707397,0.8407534956932068,0.5532355904579163,0.6987934708595276,0.344337522983551,0.5479210615158081,No Fall
10,0.1482328623533249,0.1369719803333282,0.1421142518520355,0.1245428770780563,0.136825293302536,0.1337243616580963,0.0882449150085449,0.1363633126020431,0.1572681218385696,0.1367798745632171,0.1368710994720459,0.1259327232837677,0.1253768652677536,0.4469062089920044,0.8700312376022339,0.5520302653312683,0.7094971537590027,0.3320578336715698,0.5573336482048035,0.2807095348834991,0.4556150138378143,0.8388828039169312,0.5524270534515381,0.6997650861740112,0.3442352414131164,0.5486307144165039,No Fall
15,0.1427789032459259,0.1339644640684127,0.1415415555238723,0.1217090263962745,0.1388511955738067,0.1125295758247375,0.0939472615718841,0.1339084208011627,0.1612351387739181,0.142874926328659,0.1402139365673065,0.1319685727357864,0.1124267801642417,0.4471149146556854,0.8719506859779358,0.5459291934967041,0.7089347243309021,0.332727313041687,0.5559543371200562,0.2810210883617401,0.4555562734603882,0.8346734046936035,0.5475865006446838,0.6977604627609253,0.3443926572799682,0.5446556806564331,No Fall
20,0.1424298733472824,0.1325034648180008,0.1369873583316803,0.1192471981048584,0.1408912539482116,0.1107120290398597,0.0972663238644599,0.1336078941822052,0.1627975404262542,0.1430774927139282,0.1410987973213195,0.1343474835157394,0.1105429157614708,0.4475840330123901,0.8730188012123108,0.546314001083374,0.7099449634552002,0.3332751393318176,0.555952787399292,0.2819314002990722,0.4561696052551269,0.8310101628303528,0.5478633046150208,0.6977103352546692,0.3446345031261444,0.5432738065719604,No Fall
25,0.1435336917638778,0.1322771906852722,0.1365594565868377,0.1195846423506736,0.1410470902919769,0.1197975650429725,0.0991003960371017,0.1337179541587829,0.1625916659832,0.1413037925958633,0.1402675807476043,0.1356047391891479,0.1158891543745994,0.4484882652759552,0.8728874921798706,0.5464562773704529,0.7099257111549377,0.3340544402599334,0.5561273097991943,0.2819547355175018,0.4562307596206665,0.8309506773948669,0.5480772852897644,0.6984567046165466,0.3438436090946197,0.5443007946014404,No Fall
30,0.1241230592131614,0.1236275285482406,0.13255275785923,0.1177597641944885,0.133717268705368,0.1010932177305221,0.1107836216688156,0.1628521680831909,0.1636670529842376,0.1559260189533233,0.1422279179096222,0.1608299911022186,0.1342536658048629,0.4559354186058044,0.8717408180236816,0.5536769032478333,0.7094600796699524,0.3404394090175628,0.572567343711853,0.2881273329257965,0.4618816375732422,0.8276368975639343,0.5562456846237183,0.698478102684021,0.3504831492900848,0.5501031875610352,No Fall
35,0.0800831168889999,0.1259807497262954,0.1390185058116912,0.1183334961533546,0.1059019565582275,0.0560891442000865,0.1228163465857505,0.1797347366809845,0.1650408208370208,0.1785576045513153,0.1620660871267318,0.1792643815279007,0.1414920091629028,0.4558714032173157,0.8702676296234131,0.565650999546051,0.707069456577301,0.3423341810703277,0.5631517767906189,0.2923111319541931,0.4479021728038788,0.8283299207687378,0.5598125457763672,0.6939483880996704,0.3551387190818786,0.4721085429191589,No Fall
40,0.0866512283682823,0.1270391643047332,0.1535047143697738,0.1267503798007965,0.1171015352010726,0.0560225471854209,0.1700592786073684,0.2180566489696502,0.2193162739276886,0.1997997462749481,0.2114525735378265,0.2110273391008377,0.2066027820110321,0.4361957013607025,0.8682564496994019,0.563234806060791,0.6990541815757751,0.3347861170768738,0.527033805847168,0.2864981591701507,0.4467260539531708,0.7839213609695435,0.5579792857170105,0.6625446081161499,0.3539138436317444,0.4644495546817779,No Fall
45,0.1110201925039291,0.1278463304042816,0.1856677681207656,0.1466967761516571,0.1718952506780624,0.0755323618650436,0.2372341901063919,0.2677710354328155,0.2451246529817581,0.2321337461471557,0.2579811215400696,0.2563757300376892,0.2416798323392868,0.4325598776340484,0.8605089783668518,0.5649866461753845,0.693904459476471,0.3356358706951141,0.5168218612670898,0.2984999418258667,0.4658771455287933,0.7761209011077881,0.5611122846603394,0.6442658305168152,0.3627306222915649,0.477180004119873,No Fall
50,0.1866822391748428,0.1547340452671051,0.2274940907955169,0.2040611207485199,0.2234328687191009,0.1615953594446182,0.2866412699222564,0.3119890689849853,0.2501000165939331,0.2685872316360473,0.2725575566291809,0.2986934781074524,0.3025491237640381,0.4237728416919708,0.7775098085403442,0.5307916402816772,0.6582363247871399,0.3355485200881958,0.5028848648071289,0.2972353398799896,0.4485220909118652,0.7698608636856079,0.5374748706817627,0.6447214484214783,0.3543355762958526,0.4884642362594604,No Fall
55,0.234345942735672,0.2732944190502167,0.2662615776062011,0.2824049592018127,0.2659772634506225,0.2247258722782135,0.3276824057102203,0.3365086317062378,0.2543358206748962,0.2977786660194397,0.2855808436870575,0.3286439478397369,0.3499529957771301,0.4060855507850647,0.7159621119499207,0.488975316286087,0.6014986038208008,0.321518987417221,0.4808071851730346,0.2844095826148987,0.4037213921546936,0.7560065388679504,0.4993264377117157,0.6267369985580444,0.3213079273700714,0.4890930652618408,No Fall
60,0.2964438498020172,0.3941312432289123,0.3295847773551941,0.3719736933708191,0.3186444044113159,0.2980037331581116,0.3675101399421692,0.3699263334274292,0.2578392624855041,0.3306683003902435,0.3087513744831085,0.3550861477851867,0.3997266888618469,0.4085040092468261,0.6746594905853271,0.4969757795333862,0.5704915523529053,0.3230499923229217,0.4889117777347564,0.2840756177902221,0.3996044993400574,0.7264565229415894,0.5021819472312927,0.6159536242485046,0.3117423057556152,0.4737592041492462,No Fall
65,0.3656354248523712,0.4193430542945862,0.3839999139308929,0.4199043214321136,0.3748840093612671,0.3808042407035827,0.4131209850311279,0.4171266555786133,0.3111286759376526,0.3796943724155426,0.3747743368148803,0.3966647386550903,0.4473668932914734,0.3935702443122864,0.6633760929107666,0.4757620990276336,0.5534267425537109,0.3091287910938263,0.4528617560863495,0.2741157114505768,0.3847067058086395,0.6737115383148193,0.4805455505847931,0.593591034412384,0.2978610694408417,0.4494531750679016,No Fall
70,0.4217919707298279,0.4207031726837158,0.4163806438446045,0.4304238855838775,0.417773962020874,0.4345129132270813,0.4523065686225891,0.4436284005641937,0.4178302884101867,0.4278551638126373,0.4464143812656402,0.4365677833557129,0.4600068628787994,0.3587018251419067,0.6398139595985413,0.4397636950016022,0.5414665937423706,0.282757431268692,0.4147977232933044,0.2456396371126175,0.3637984693050384,0.6588308215141296,0.4389824271202087,0.5512223243713379,0.2751923501491546,0.4338208436965942,No Fall
