Frame Number,X_Left Elbow,X_Left Foot,X_Left Hip,X_Left Knee,X_Left Shoulder,X_Left Wrist,X_Nose,X_Right Elbow,X_Right Foot,X_Right Hip,X_Right Knee,X_Right Shoulder,X_Right Wrist,Y_Left Elbow,Y_Left Foot,Y_Left Hip,Y_Left Knee,Y_Left Shoulder,Y_Left Wrist,Y_Nose,Y_Right Elbow,Y_Right Foot,Y_Right Hip,Y_Right Knee,Y_Right Shoulder,Y_Right Wrist,Annotation
5,0.8923062086105347,0.8986396789550781,0.891069233417511,0.8906042575836182,0.8892410397529602,0.8672943115234375,0.8640803694725037,0.8871532082557678,0.859740138053894,0.8766105771064758,0.8544294238090515,0.8862941265106201,0.8703532814979553,0.5539817810058594,0.7959091663360596,0.612497091293335,0.7025807499885559,0.4800520241260528,0.5941247940063477,0.4410449266433716,0.548725426197052,0.776897668838501,0.6126353144645691,0.682124137878418,0.4866029620170593,0.6009101867675781,No Fall
10,0.8334407806396484,0.8985591530799866,0.8485514521598816,0.864481508731842,0.836949348449707,0.8010455369949341,0.8168081045150757,0.863533616065979,0.7845808863639832,0.8400812149047852,0.8093295693397522,0.8479191064834595,0.8699742555618286,0.5541011095046997,0.7959063053131104,0.6166530847549438,0.707378089427948,0.4842685163021087,0.5970251560211182,0.4445796012878418,0.5543425679206848,0.752816379070282,0.6175270080566406,0.6820110082626343,0.4916085004806518,0.602457582950592,No Fall
15,0.787960946559906,0.8339487314224243,0.8045633435249329,0.789068341255188,0.7901846170425415,0.7725968956947327,0.7698056697845459,0.7953565716743469,0.7686767578125,0.8091260194778442,0.76955646276474,0.7934518456459045,0.7846373915672302,0.5497146248817444,0.7514828443527222,0.6100480556488037,0.693710446357727,0.4808993935585022,0.6001399755477905,0.433212399482727,0.5469608306884766,0.7425051331520081,0.6087670922279358,0.6673916578292847,0.4807812869548797,0.5979713797569275,No Fall
20,0.7615635395050049,0.7176384329795837,0.7602652311325073,0.7288148999214172,0.7518494725227356,0.7559442520141602,0.7306069731712341,0.7458847165107727,0.7690225839614868,0.7644214034080505,0.7578820586204529,0.7495175004005432,0.7256847620010376,0.5327436327934265,0.7418254017829895,0.5958265066146851,0.6615806818008423,0.4673260152339935,0.5968509912490845,0.4269887506961822,0.53473961353302,0.7387075424194336,0.5952436923980713,0.6680085062980652,0.4698244035243988,0.5609907507896423,No Fall
25,0.725761353969574,0.676887571811676,0.7184063792228699,0.6833252310752869,0.7125276923179626,0.7286709547042847,0.6889777779579163,0.7006638050079346,0.7669737339019775,0.720325231552124,0.7361652851104736,0.7081754207611084,0.6730197668075562,0.5377324819564819,0.721683919429779,0.5988120436668396,0.6487292647361755,0.4795968532562256,0.6029987335205078,0.4358198046684265,0.5304306149482727,0.7395544052124023,0.5971037149429321,0.67001873254776,0.4753238260746002,0.5438575148582458,No Fall
30,0.6777609586715698,0.7108643054962158,0.6811004877090454,0.6704958081245422,0.6713619828224182,0.6763821244239807,0.652438759803772,0.6692189574241638,0.6636525392532349,0.6809207201004028,0.6641026735305786,0.6717236638069153,0.6520967483520508,0.527897298336029,0.6986120939254761,0.5814164280891418,0.6488999128341675,0.4653148055076599,0.5881017446517944,0.4262447357177734,0.5284464955329895,0.7179224491119385,0.5789006352424622,0.6460400819778442,0.465870201587677,0.5584663152694702,No Fall
35,0.6317629218101501,0.6510457992553711,0.6456201672554016,0.6459127068519592,0.6329444646835327,0.6136314272880554,0.6223519444465637,0.647023618221283,0.6262127757072449,0.6438756585121155,0.6234619617462158,0.6444162130355835,0.6360167264938354,0.5147183537483215,0.7138941884040833,0.5632631182670593,0.6374981999397278,0.4548143148422241,0.5579519271850586,0.4167964160442352,0.5147407054901123,0.6924525499343872,0.5612876415252686,0.6225907206535339,0.4518627822399139,0.5443564653396606,No Fall
40,0.5877975821495056,0.6501502990722656,0.6126152873039246,0.6250132918357849,0.5974356532096863,0.5624749064445496,0.5921761989593506,0.6261777877807617,0.5662642121315002,0.6117842793464661,0.58188796043396,0.617289662361145,0.6380476355552673,0.5175209641456604,0.7167317271232605,0.5716777443885803,0.6461866497993469,0.4582893550395965,0.5472679734230042,0.421940803527832,0.5172260403633118,0.6916120052337646,0.5691239833831787,0.6289632320404053,0.4604884684085846,0.5545322299003601,No Fall
45,0.5581194162368774,0.6054999828338623,0.5784173607826233,0.5699149370193481,0.5635868310928345,0.5409157872200012,0.5646087527275085,0.5910905599594116,0.562215268611908,0.5854068398475647,0.565141499042511,0.586762011051178,0.5972585082054138,0.5106648802757263,0.6756258606910706,0.5622403621673584,0.6315118670463562,0.4530059099197387,0.5457534790039062,0.4216632843017578,0.5140822529792786,0.6941521763801575,0.5611729621887207,0.6234235763549805,0.4568854868412018,0.5544647574424744,No Fall
50,0.5420079827308655,0.539751410484314,0.5497596263885498,0.5315489172935486,0.5428842306137085,0.5368574857711792,0.5403384566307068,0.5595694184303284,0.5648559331893921,0.5623592138290405,0.5575555562973022,0.5595609545707703,0.5531566739082336,0.4982912540435791,0.6739643216133118,0.5484648942947388,0.6087857484817505,0.4421302080154419,0.5469544529914856,0.4121606945991516,0.4977855682373047,0.6857463121414185,0.5469213128089905,0.6169019937515259,0.4430709779262543,0.5373457670211792,No Fall
