Frame Number,X_Left Elbow,X_Left Foot,X_Left Hip,X_Left Knee,X_Left Shoulder,X_Left Wrist,X_Nose,X_Right Elbow,X_Right Foot,X_Right Hip,X_Right Knee,X_Right Shoulder,X_Right Wrist,Y_Left Elbow,Y_Left Foot,Y_Left Hip,Y_Left Knee,Y_Left Shoulder,Y_Left Wrist,Y_Nose,Y_Right Elbow,Y_Right Foot,Y_Right Hip,Y_Right Knee,Y_Right Shoulder,Y_Right Wrist,Annotation
5,0.1564155668020248,0.194867268204689,0.1722392439842224,0.212847426533699,0.1672144085168838,0.1637692600488662,0.2014746367931366,0.1948741525411605,0.0776829048991203,0.1601845771074295,0.1551736444234848,0.1770536303520202,0.2367801964282989,0.6192899346351624,0.8902506828308105,0.7052397131919861,0.7696852087974548,0.532196044921875,0.6796393990516663,0.4841759502887726,0.6112561225891113,0.9095272421836852,0.7070602178573608,0.8336600065231323,0.524486780166626,0.6469610333442688,No Fall
10,0.2142223566770553,0.200388953089714,0.2113766074180603,0.2337229996919632,0.2164053171873092,0.2217986434698104,0.2448815554380417,0.2182801812887191,0.196319043636322,0.2101226150989532,0.2280876487493515,0.2173959761857986,0.2368792742490768,0.5987931489944458,0.8645577430725098,0.6718835830688477,0.7652219533920288,0.5080647468566895,0.666842520236969,0.4687179923057556,0.6039437651634216,0.8886483311653137,0.6759422421455383,0.7778387069702148,0.5068264007568359,0.6781439185142517,No Fall
15,0.2597474753856659,0.203350692987442,0.2429628819227218,0.2322752326726913,0.2541941106319427,0.2759012877941131,0.2884836792945862,0.2543053030967712,0.3138656616210937,0.2581347525119781,0.298925518989563,0.2676991522312164,0.2550212740898132,0.5754818320274353,0.8682846426963806,0.6653894782066345,0.7660871744155884,0.5035024285316467,0.6292081475257874,0.4672605097293854,0.5862405896186829,0.8383392095565796,0.6673113107681274,0.741685688495636,0.5068844556808472,0.67350172996521,No Fall
20,0.2966078221797943,0.2330671697854995,0.2873971164226532,0.2792258262634277,0.2948037981986999,0.3050636351108551,0.3300843834877014,0.303600937128067,0.3312301933765411,0.3016812205314636,0.341219961643219,0.3162929713726043,0.3047339022159576,0.5662801861763,0.8307244181632996,0.6533395051956177,0.7505987882614136,0.497129887342453,0.6299296021461487,0.4644368290901184,0.5737821459770203,0.8295143246650696,0.6542394161224365,0.7218042016029358,0.5031307935714722,0.6585431694984436,No Fall
25,0.324015349149704,0.3119357228279114,0.3251314759254455,0.3336453437805176,0.3257658779621124,0.3301528096199035,0.363358587026596,0.3603194057941437,0.3330119848251343,0.3406416773796081,0.348941445350647,0.3545160889625549,0.3747062087059021,0.5499694347381592,0.8029768466949463,0.6217719912528992,0.7123674750328064,0.4787280559539795,0.5983859300613403,0.4489613175392151,0.5565190315246582,0.8219404816627502,0.621836245059967,0.7188889384269714,0.478963553905487,0.6183128356933594,No Fall
30,0.3463669419288635,0.3943016827106476,0.3619223237037658,0.3840048611164093,0.3516464829444885,0.3594328463077545,0.3916337788105011,0.399004191160202,0.33759406208992,0.3718253374099731,0.3609196841716766,0.3824639916419983,0.4251076579093933,0.5510191917419434,0.7602622509002686,0.6132822632789612,0.6781733632087708,0.4833862781524658,0.5939528346061707,0.4477757811546325,0.5338786840438843,0.8027610778808594,0.6177003383636475,0.7053568363189697,0.4720557928085327,0.5715218782424927,No Fall
35,0.3741793930530548,0.4184307157993316,0.3929897248744964,0.4170131683349609,0.3806183934211731,0.376960277557373,0.41743004322052,0.4312301874160766,0.3547807335853576,0.4023315608501434,0.3968933820724487,0.4118218421936035,0.4564610123634338,0.5538297295570374,0.7468741536140442,0.6063459515571594,0.6659289598464966,0.4856697916984558,0.6075782775878906,0.4473196566104889,0.5265415906906128,0.769355058670044,0.6098569631576538,0.6924991011619568,0.4733711183071136,0.5627871155738831,No Fall
40,0.4117939174175262,0.4247474074363708,0.4131131470203399,0.4264350831508636,0.4087209701538086,0.4176837801933288,0.4429577589035034,0.4520410597324371,0.4168823063373565,0.4309090077877044,0.4448591768741607,0.4407345056533813,0.467852234840393,0.5352374315261841,0.7358376979827881,0.5903009176254272,0.6586384773254395,0.4739934802055359,0.5739021897315979,0.4411006867885589,0.5275400280952454,0.7410008311271667,0.589150607585907,0.6685423254966736,0.4637433588504791,0.5751280188560486,No Fall
45,0.4342221617698669,0.4243837893009186,0.441507488489151,0.437961220741272,0.436667263507843,0.4464060068130493,0.4706025421619415,0.4655374586582184,0.4861170053482055,0.4601267576217651,0.4784436821937561,0.4639160335063934,0.469544380903244,0.5237234830856323,0.7372696995735168,0.5816770195960999,0.6554667949676514,0.4676718115806579,0.5545198321342468,0.436139166355133,0.5240172147750854,0.7244366407394409,0.5823972821235657,0.6469668745994568,0.4629136621952057,0.5797491669654846,No Fall
50,0.4638611972332001,0.4359068274497986,0.467891663312912,0.4614544212818146,0.4640185534954071,0.4718117117881775,0.4966236650943756,0.4886924028396606,0.5039348006248474,0.4828603863716125,0.5072410106658936,0.4906824827194214,0.4914228022098541,0.5181348919868469,0.7160205841064453,0.5784109234809875,0.6522253751754761,0.4652073085308075,0.5531071424484253,0.4399942755699157,0.517279326915741,0.712425172328949,0.5785641074180603,0.631834864616394,0.4610307216644287,0.5709227919578552,No Fall
