Frame Number,X_Left Elbow,X_Left Foot,X_Left Hip,X_Left Knee,X_Left Shoulder,X_Left Wrist,X_Nose,X_Right Elbow,X_Right Foot,X_Right Hip,X_Right Knee,X_Right Shoulder,X_Right Wrist,Y_Left Elbow,Y_Left Foot,Y_Left Hip,Y_Left Knee,Y_Left Shoulder,Y_Left Wrist,Y_Nose,Y_Right Elbow,Y_Right Foot,Y_Right Hip,Y_Right Knee,Y_Right Shoulder,Y_Right Wrist,Annotation
5,0.1352653950452804,0.1708728224039077,0.1265511810779571,0.1564068347215652,0.1375203281641006,0.1486052423715591,0.143199473619461,0.0904423519968986,0.057921789586544,0.1018542572855949,0.0886766910552978,0.1018091365694999,0.1100075021386146,0.550555408000946,0.7691901922225952,0.6054602861404419,0.6705056428909302,0.4729097485542297,0.5941505432128906,0.4262741208076477,0.5467776656150818,0.7931786179542542,0.608771026134491,0.7108725905418396,0.4697715640068054,0.6119288206100464,No Fall
10,0.1654951721429824,0.1759922355413437,0.1620536595582962,0.1863467544317245,0.1685097068548202,0.1746935546398162,0.182247906923294,0.1324374228715896,0.0890405550599098,0.1397263556718826,0.1325588524341583,0.141718253493309,0.1451733559370041,0.5494529604911804,0.7688292860984802,0.6080350279808044,0.6711249947547913,0.4729045927524566,0.598690390586853,0.4245858490467071,0.5404967665672302,0.772357702255249,0.6098383665084839,0.7102173566818237,0.4623807072639465,0.6095683574676514,No Fall
15,0.1989016085863113,0.1834205240011215,0.1914444118738174,0.1936949044466018,0.1980438381433487,0.2202633470296859,0.2197369784116745,0.1598003208637237,0.179976150393486,0.1813428997993469,0.1991070657968521,0.1806920617818832,0.1605680286884308,0.518511950969696,0.7684533596038818,0.5992013812065125,0.6754387617111206,0.4544934034347534,0.5544030666351318,0.4181170761585235,0.5241773724555969,0.7749074697494507,0.6022473573684692,0.6816951632499695,0.4483509957790375,0.597403883934021,No Fall
20,0.236900970339775,0.1815061271190643,0.2203207165002823,0.205263078212738,0.2355463057756424,0.2690431177616119,0.2635364234447479,0.2004518657922744,0.289499819278717,0.2264933586120605,0.2622391283512115,0.227928027510643,0.1948120445013046,0.5110820531845093,0.7681262493133545,0.5994439721107483,0.6755020022392273,0.4546084403991699,0.5269078612327576,0.4212558567523956,0.5189969539642334,0.7551465630531311,0.6030837893486023,0.672832727432251,0.4492551386356354,0.5918809771537781,No Fall
25,0.2778378427028656,0.3024289309978485,0.2721267938613891,0.2986280620098114,0.2803211808204651,0.3022119700908661,0.3086996674537658,0.2605886459350586,0.2171521037817001,0.2645366787910461,0.2607971727848053,0.2772517502307892,0.264879435300827,0.506946325302124,0.7565092444419861,0.5961861610412598,0.6654870510101318,0.4512175321578979,0.5300415754318237,0.424214631319046,0.524824321269989,0.734163761138916,0.5979022979736328,0.6769288778305054,0.4524241387844085,0.5939311981201172,No Fall
30,0.3075402081012726,0.2991262674331665,0.305551528930664,0.3199028372764587,0.3140724003314972,0.3207492530345917,0.3462041616439819,0.3172036409378052,0.3043356835842132,0.3136602342128753,0.320684939622879,0.3232930898666382,0.3407569825649261,0.5057040452957153,0.7249789237976074,0.5673719048500061,0.6455292105674744,0.4380175471305847,0.5460940599441528,0.4200048744678497,0.5144773125648499,0.7483418583869934,0.5746238231658936,0.6599189043045044,0.439578652381897,0.5630886554718018,No Fall
35,0.3271468877792358,0.3903680443763733,0.3442648351192474,0.3693069517612457,0.3449619114398956,0.3264758288860321,0.3838489353656769,0.3680034875869751,0.3128867149353027,0.3572239577770233,0.3443498313426971,0.3664019405841827,0.3955428004264831,0.5024890303611755,0.7052780389785767,0.5716583132743835,0.6365144848823547,0.4433982074260711,0.5510702133178711,0.4203778207302093,0.5029820203781128,0.7422770261764526,0.5713431239128113,0.6489701271057129,0.439505010843277,0.5334489941596985,No Fall
40,0.366719514131546,0.4235990941524505,0.387311577796936,0.418588638305664,0.3849002420902252,0.365832656621933,0.4189075529575348,0.409548282623291,0.3273316621780395,0.3942424654960632,0.3702441155910492,0.4067369103431701,0.4377122819423675,0.5082995891571045,0.705439567565918,0.5783533453941345,0.631723940372467,0.4462043344974518,0.5527758598327637,0.4206606447696686,0.50396329164505,0.729952335357666,0.576514482498169,0.6584565043449402,0.4421674609184265,0.5411432385444641,No Fall
45,0.4183629155158996,0.4248882830142975,0.420682817697525,0.4337138831615448,0.4238193333148956,0.4206187129020691,0.4516711235046386,0.4302766025066376,0.3962323069572449,0.4258284866809845,0.4310512244701385,0.4341299831867218,0.4403277337551117,0.4962185323238373,0.709540605545044,0.5523254871368408,0.6323094964027405,0.4318203330039978,0.5488317012786865,0.4115853607654571,0.4973554313182831,0.7048411965370178,0.5546451807022095,0.6434319019317627,0.4314017295837402,0.5529046058654785,No Fall
50,0.4586006700992584,0.4256549477577209,0.4518122375011444,0.4475249946117401,0.4562888443470001,0.4763330519199371,0.4819565415382385,0.4482235610485077,0.487028032541275,0.4587684571743011,0.4781623780727386,0.4585804641246795,0.4496996998786926,0.4805981814861297,0.7098657488822937,0.558874249458313,0.6344667673110962,0.4316126406192779,0.5103715658187866,0.4099924862384796,0.4943601191043854,0.7107253074645996,0.5597310066223145,0.6316328048706055,0.4312628805637359,0.5547704100608826,No Fall
